Chromosome,Start,Stop,CatIII,Fca508,LilBub,Pammi,Pbe14,Pbe38,Pbe53,Pbe6
chrA1,10000000,10100000,0.0042899999999999995,0.00391,0.00569,0.0036299999999999995,0.019209999999999998,0.02035,0.02174,0.02107
chrA1,10100000,10200000,0.00445,0.00227,0.00262,0.00355,0.01825,0.01885,0.01967,0.01944
chrA1,10200000,10300000,0.0038200000000000005,0.00297,0.00527,0.00262,0.014780000000000001,0.015269999999999999,0.01637,0.015609999999999999
chrA1,10300000,10400000,0.00234,0.0019100000000000002,0.004370000000000001,0.0032700000000000003,0.01591,0.01675,0.0183,0.01824
chrA1,10400000,10500000,0.00256,0.00504,0.00411,0.0069700000000000005,0.0166,0.016819999999999998,0.01739,0.01731
chrA1,10500000,10600000,0.00473,0.00518,0.0053,0.00361,0.01741,0.01835,0.018580000000000003,0.01819
chrA1,10600000,10700000,0.00344,0.00318,0.0058200000000000005,0.00521,0.014669999999999999,0.01525,0.016980000000000002,0.01693
chrA1,10700000,10800000,0.0024100000000000002,0.0038799999999999998,0.00589,0.0036,0.01431,0.01495,0.015380000000000001,0.014980000000000002
chrA1,10800000,10900000,0.0005099999999999999,0.002,0.00372,0.00217,0.01459,0.015309999999999999,0.01633,0.01614
chrA1,10900000,11000000,0.0034,0.00203,0.00381,0.00436,0.01522,0.01598,0.01693,0.01671
chrA1,11000000,11100000,0.0031899999999999997,0.0029100000000000003,0.00257,0.00335,0.01566,0.016040000000000002,0.01665,0.01645
chrA1,11100000,11200000,0.00237,0.00462,0.00292,0.0023899999999999998,0.01653,0.01736,0.018609999999999998,0.0181
chrA1,11200000,11300000,0.0021100000000000003,0.00545,0.0044,0.005,0.01344,0.01402,0.015369999999999998,0.014780000000000001
chrA1,11300000,11400000,0.00182,0.0042,0.00424,0.00446,0.01594,0.01649,0.01757,0.01754
chrA1,11400000,11500000,0.0017399999999999998,0.00101,0.0022199999999999998,0.0015,0.013330000000000002,0.013640000000000001,0.01425,0.01395
chrA1,11500000,11600000,0.0009699999999999999,2.9999999999999997e-05,0.00158,5.9999999999999995e-05,0.01211,0.012329999999999999,0.01295,0.013040000000000001
chrA1,11600000,11700000,0.0021,0.0,0.0019100000000000002,0.00028,0.01239,0.01259,0.014580000000000001,0.014530000000000001
chrA1,11700000,11800000,0.00123,2e-05,0.0010199999999999999,2e-05,0.00937,0.00981,0.01115,0.01133
chrA1,11800000,11900000,0.0006900000000000001,5e-05,0.00058,7e-05,0.00866,0.009009999999999999,0.01057,0.01077
chrA1,11900000,12000000,0.0008300000000000001,2.9999999999999997e-05,0.00151,0.00062,0.01399,0.01462,0.015080000000000001,0.01514
chrA1,12000000,12100000,2e-05,0.0,0.00214,0.00252,0.014740000000000001,0.0152,0.01586,0.0158
chrA1,12100000,12200000,0.00116,0.00246,0.00324,0.00236,0.015880000000000002,0.01659,0.01725,0.01725
chrA1,12200000,12300000,0.00202,0.00265,0.00224,0.00316,0.013669999999999998,0.013930000000000001,0.01456,0.01457
chrA1,12300000,12400000,0.00271,0.00325,0.00278,0.00266,0.01034,0.01091,0.0116,0.0113
chrA1,12400000,12500000,0.00303,0.00391,0.0023899999999999998,0.00325,0.01048,0.01153,0.01204,0.01204
chrA1,12500000,12600000,0.00248,0.00277,0.0027,0.00234,0.01154,0.01212,0.01292,0.013019999999999999
chrA1,12600000,12700000,0.0035600000000000002,0.00335,0.00504,0.00411,0.01273,0.01351,0.01492,0.014790000000000001
chrA1,12700000,12800000,0.00149,0.00225,0.0039299999999999995,0.0033200000000000005,0.01355,0.013940000000000001,0.014669999999999999,0.014240000000000001
chrA1,12800000,12900000,0.00395,0.00282,0.00303,0.004,0.01099,0.01141,0.01256,0.01217
chrA1,12900000,13000000,0.0030600000000000002,0.0031899999999999997,0.00296,0.0030600000000000002,0.01185,0.01188,0.0135,0.01318
chrA1,13000000,13100000,0.00187,0.0021,0.00198,0.00234,0.01253,0.01372,0.0143,0.01378
chrA1,13100000,13200000,0.00286,0.00103,0.00221,0.00197,0.013090000000000001,0.013330000000000002,0.0141,0.01426
chrA1,13200000,13300000,0.0010199999999999999,0.00175,0.00173,0.00033,0.01171,0.01202,0.01264,0.01254
chrA1,13300000,13400000,0.00157,0.0035299999999999997,0.0031899999999999997,0.00251,0.0136,0.01402,0.01465,0.014430000000000002
chrA1,13400000,13500000,0.00162,0.00366,0.00352,0.0036799999999999997,0.013080000000000001,0.0134,0.01401,0.014240000000000001
chrA1,13500000,13600000,0.00266,0.00294,0.0027,0.00315,0.012790000000000001,0.013080000000000001,0.01365,0.01356
chrA1,13600000,13700000,5e-05,0.00195,0.00175,0.0008699999999999999,0.01253,0.013269999999999999,0.014119999999999999,0.014119999999999999
chrA1,13700000,13800000,0.00202,0.0017100000000000001,0.00206,0.00275,0.0121,0.01207,0.013359999999999999,0.013069999999999998
chrA1,13800000,13900000,0.0028699999999999997,0.00248,0.00252,0.00303,0.0119,0.01278,0.01381,0.013919999999999998
chrA1,13900000,14000000,0.00286,0.0025,0.00249,0.0032600000000000003,0.01243,0.01253,0.01439,0.014530000000000001
chrA1,14000000,14100000,0.0016699999999999998,0.0011300000000000001,0.0017,0.0017,0.011090000000000001,0.01179,0.0131,0.0129
chrA1,14100000,14200000,0.00133,1e-05,0.0016300000000000002,0.0020399999999999997,0.01218,0.01256,0.01438,0.014130000000000002
chrA1,14200000,14300000,0.0019399999999999999,1e-05,0.00159,0.0019199999999999998,0.01096,0.01166,0.01346,0.013919999999999998
chrA1,14300000,14400000,0.00149,1e-05,0.0005099999999999999,0.00335,0.011179999999999999,0.011909999999999999,0.01261,0.012629999999999999
chrA1,14400000,14500000,0.0007700000000000001,0.00037,0.00021,0.00337,0.01369,0.01374,0.015019999999999999,0.015119999999999998
chrA1,14500000,14600000,0.00193,0.00183,0.0009599999999999999,0.00323,0.01439,0.01488,0.01548,0.015430000000000001
chrA1,14600000,14700000,0.00245,0.00137,0.00296,0.00297,0.01027,0.010740000000000001,0.01081,0.010790000000000001
chrA1,14700000,14800000,0.0016899999999999999,0.00105,0.00299,0.0030399999999999997,0.01252,0.01255,0.0131,0.01299
chrA1,14800000,14900000,0.00228,0.0039,0.00259,0.00442,0.012969999999999999,0.013730000000000001,0.01454,0.014169999999999999
chrA1,14900000,15000000,0.00209,0.0034799999999999996,0.0015400000000000001,0.00411,0.0118,0.01258,0.01356,0.013330000000000002
chrA1,15000000,15100000,0.00201,0.00337,0.00182,0.00375,0.010920000000000001,0.01139,0.01278,0.01255
chrA1,15100000,15200000,0.0025,0.00082,0.0022600000000000003,0.0019,0.00958,0.010190000000000001,0.01127,0.01119
chrA1,15200000,15300000,0.00346,0.00128,0.00275,0.00294,0.01146,0.01204,0.012620000000000001,0.01265
chrA1,15300000,15400000,0.00268,0.00278,0.00036,0.00186,0.01111,0.01142,0.01267,0.01293
chrA1,15400000,15500000,0.00235,0.00116,0.00215,0.00316,0.01152,0.011179999999999999,0.012320000000000001,0.01217
chrA1,15500000,15600000,0.0034700000000000004,1e-05,0.00331,0.00309,0.011000000000000001,0.01142,0.0128,0.012819999999999998
chrA1,15600000,15700000,0.00392,2.9999999999999997e-05,9e-05,0.00247,0.011179999999999999,0.01181,0.01349,0.01346
chrA1,15700000,15800000,0.00235,4e-05,2e-05,0.00108,0.010440000000000001,0.011009999999999999,0.012819999999999998,0.01255
chrA1,15800000,15900000,0.00267,0.0,0.0,0.00225,0.01277,0.01315,0.013919999999999998,0.01407
chrA1,15900000,16000000,0.00277,2e-05,2e-05,0.0028,0.01199,0.01264,0.01399,0.013569999999999999
chrA1,16000000,16100000,0.0052899999999999996,0.0,4e-05,0.004070000000000001,0.01211,0.01211,0.01372,0.01365
chrA1,16100000,16200000,0.0037700000000000003,1e-05,1e-05,0.00346,0.01318,0.013869999999999999,0.014669999999999999,0.014819999999999998
chrA1,16200000,16300000,0.00358,0.0,0.0,0.0038200000000000005,0.011479999999999999,0.01226,0.013909999999999999,0.013669999999999998
chrA1,16300000,16400000,0.00314,0.0,2.9999999999999997e-05,0.0018899999999999998,0.01241,0.01288,0.0138,0.01345
chrA1,16400000,16500000,0.00157,0.0,2e-05,0.00143,0.01158,0.012,0.0134,0.01316
chrA1,16500000,16600000,0.0019100000000000002,1e-05,2e-05,0.0018100000000000002,0.013519999999999999,0.01396,0.01518,0.014969999999999999
chrA1,16600000,16700000,0.00037,2e-05,0.0,0.00033999999999999997,0.014169999999999999,0.01517,0.01669,0.0168
chrA1,16700000,16800000,0.00256,0.0008300000000000001,1e-05,0.00014,0.01555,0.0164,0.01805,0.01781
chrA1,16800000,16900000,0.0037600000000000003,0.0027199999999999998,0.0009199999999999999,0.00053,0.016059999999999998,0.01637,0.017730000000000003,0.01772
chrA1,16900000,17000000,0.00223,0.004379999999999999,0.0,1e-05,0.014280000000000001,0.014169999999999999,0.01605,0.015780000000000002
chrA1,17000000,17100000,0.0014,0.0037700000000000003,2e-05,2e-05,0.01383,0.01461,0.01622,0.016069999999999997
chrA1,17100000,17200000,0.00062,0.0036799999999999997,0.0,0.00119,0.0145,0.014730000000000002,0.016130000000000002,0.01583
chrA1,17200000,17300000,0.00315,0.00359,1e-05,0.00373,0.014419999999999999,0.01511,0.0166,0.016040000000000002
chrA1,17300000,17400000,0.00396,0.00373,1e-05,0.00257,0.01712,0.0179,0.01911,0.018940000000000002
chrA1,17400000,17500000,0.0043,0.00206,2e-05,0.00234,0.014490000000000001,0.01555,0.016319999999999998,0.0166
chrA1,17500000,17600000,0.00514,0.00206,2.9999999999999997e-05,0.0027600000000000003,0.01554,0.01605,0.0171,0.01685
chrA1,17600000,17700000,0.00557,0.0039700000000000004,0.0028899999999999998,0.00364,0.01495,0.016030000000000003,0.01647,0.01641
chrA1,17700000,17800000,0.00525,0.0034700000000000004,0.00487,0.00486,0.01624,0.016980000000000002,0.0179,0.017480000000000002
chrA1,17800000,17900000,0.004079999999999999,0.00466,0.0040100000000000005,0.0042899999999999995,0.01516,0.01545,0.01652,0.01619
chrA1,17900000,18000000,0.0051600000000000005,0.0030399999999999997,0.00589,0.005520000000000001,0.01654,0.0171,0.01873,0.01824
chrA1,18000000,18100000,0.00541,0.0022,0.00491,0.00396,0.01488,0.01547,0.01697,0.0166
chrA1,18100000,18200000,0.00321,0.00215,4e-05,0.0008,0.01585,0.01671,0.017509999999999998,0.01719
chrA1,18200000,18300000,0.00545,0.0049,0.00481,0.00479,0.0188,0.01959,0.0211,0.02041
chrA1,18300000,18400000,0.00203,0.00445,0.00372,0.00352,0.0169,0.01798,0.01875,0.01813
chrA1,18400000,18500000,0.00238,0.00183,0.0039700000000000004,0.00146,0.01493,0.015369999999999998,0.01593,0.01587
chrA1,18500000,18600000,0.00256,0.00209,0.00322,0.0034799999999999996,0.017769999999999998,0.017669999999999998,0.0186,0.01824
chrA1,18600000,18700000,0.00425,0.0039299999999999995,0.00473,0.0033799999999999998,0.0163,0.016819999999999998,0.017669999999999998,0.017519999999999997
chrA1,18700000,18800000,0.004229999999999999,0.0029100000000000003,0.00419,0.00336,0.01335,0.01372,0.014119999999999999,0.01432
chrA1,18800000,18900000,0.00361,0.00386,0.00329,0.00386,0.011559999999999999,0.01238,0.01403,0.01378
chrA1,18900000,19000000,0.00644,0.0059700000000000005,0.00658,0.006809999999999999,0.014430000000000002,0.014780000000000001,0.016669999999999997,0.016319999999999998
chrA1,19000000,19100000,0.0050100000000000006,0.00502,0.0025800000000000003,0.00542,0.01462,0.01522,0.01705,0.016630000000000002
chrA1,19100000,19200000,0.00473,0.00502,0.00057,0.0059,0.01468,0.01459,0.01623,0.01608
chrA1,19200000,19300000,0.0033399999999999997,0.00344,0.00293,0.0045899999999999995,0.012329999999999999,0.012759999999999999,0.01407,0.01383
chrA1,19300000,19400000,0.00202,0.00464,0.00443,0.00243,0.01469,0.015040000000000001,0.01654,0.01647
chrA1,19400000,19500000,0.0038399999999999997,0.00228,0.00491,0.00535,0.01499,0.015309999999999999,0.01618,0.01567
chrA1,19500000,19600000,0.00599,0.00145,0.00558,0.0028699999999999997,0.015590000000000001,0.01625,0.01658,0.01622
chrA1,19600000,19700000,0.00504,0.00447,0.00548,0.00473,0.015280000000000002,0.016319999999999998,0.01702,0.01647
chrA1,19700000,19800000,0.00283,0.0015300000000000001,0.00179,0.00206,0.01365,0.0143,0.014669999999999999,0.014169999999999999
chrA1,19800000,19900000,0.00155,0.00292,0.0,0.0006900000000000001,0.01342,0.013730000000000001,0.01481,0.01456
chrA1,19900000,20000000,0.0006,0.0033399999999999997,1e-05,1e-05,0.01201,0.01268,0.01405,0.013869999999999999
chrA1,20000000,20100000,0.00117,0.0022199999999999998,0.00086,0.0013,0.011770000000000001,0.01193,0.012980000000000002,0.01285
chrA1,20100000,20200000,0.0027600000000000003,0.00418,0.0051,0.00107,0.01643,0.01669,0.01755,0.01741
chrA1,20200000,20300000,0.00275,0.00151,0.006490000000000001,0.00132,0.01623,0.01693,0.01807,0.01744
chrA1,20300000,20400000,0.00607,0.00343,0.00672,0.0058,0.01719,0.0178,0.0191,0.0188
chrA1,20400000,20500000,0.00466,0.00494,0.00545,0.00479,0.01584,0.01654,0.01766,0.01719
chrA1,20500000,20600000,0.0046700000000000005,0.0044399999999999995,0.00373,0.00249,0.01653,0.01661,0.01766,0.017419999999999998
chrA1,20600000,20700000,0.00494,0.00464,0.00506,0.0016600000000000002,0.01619,0.01634,0.01763,0.01725
chrA1,20700000,20800000,0.0045,0.00385,0.004220000000000001,0.00498,0.014719999999999999,0.01463,0.015390000000000001,0.01545
chrA1,20800000,20900000,0.00483,0.00424,0.00426,0.0037600000000000003,0.01464,0.014769999999999998,0.01551,0.015319999999999999
chrA1,20900000,21000000,0.00394,0.00419,0.00367,0.003,0.01245,0.0132,0.01431,0.01427
chrA1,21000000,21100000,0.00263,0.00316,0.0025399999999999997,0.00279,0.0141,0.01454,0.01616,0.01577
chrA1,21100000,21200000,0.00465,0.0036799999999999997,0.00448,0.00446,0.012629999999999999,0.013030000000000002,0.01406,0.01384
chrA1,21200000,21300000,0.00216,0.00302,0.00406,0.00419,0.01127,0.01163,0.01231,0.012320000000000001
chrA1,21300000,21400000,0.00182,0.00232,0.0020399999999999997,0.00268,0.00967,0.01057,0.01166,0.01135
chrA1,21400000,21500000,0.0028699999999999997,0.00299,0.0031899999999999997,0.0035,0.008490000000000001,0.00966,0.01114,0.01086
chrA1,21500000,21600000,0.00413,0.00364,0.0037799999999999995,0.00419,0.01265,0.013040000000000001,0.014740000000000001,0.0144
chrA1,21600000,21700000,0.0034,0.00293,0.00278,0.00298,0.01084,0.0113,0.012969999999999999,0.012629999999999999
chrA1,21700000,21800000,0.0038799999999999998,0.00346,0.00346,0.00421,0.01213,0.013059999999999999,0.01404,0.01439
chrA1,21800000,21900000,0.00218,0.00144,0.0012699999999999999,0.00282,0.01198,0.01259,0.01369,0.01344
chrA1,21900000,22000000,0.0030800000000000003,0.00268,0.00331,0.00297,0.01014,0.01108,0.01371,0.013359999999999999
chrA1,22000000,22100000,0.00162,0.00175,0.00361,0.00372,0.009640000000000001,0.01024,0.01138,0.01124
chrA1,22100000,22200000,0.00297,0.00203,0.0023,0.00372,0.01035,0.01078,0.01231,0.0121
chrA1,22200000,22300000,0.00218,0.00145,0.0033399999999999997,0.00325,0.00771,0.0085,0.00949,0.00948
chrA1,22300000,22400000,0.0031,0.00179,0.0038299999999999996,0.00185,0.01029,0.010709999999999999,0.01167,0.011770000000000001
chrA1,22400000,22500000,0.00173,0.00454,0.004,0.0043100000000000005,0.01199,0.01234,0.01324,0.013040000000000001
