Chromosome,Start,Stop,CatIII,Fca508,LilBub,Pammi,Pbe14,Pbe38,Pbe53,Pbe6
chrA1,2800000,2900000,0.02277,0.02254,0.02246,0.023190000000000002,0.0036,0.0034,0.00205,0.00374
chrA1,2900000,3000000,0.02144,0.0212,0.02181,0.02178,0.0031,0.00285,0.0014199999999999998,0.00301
chrA1,3000000,3100000,0.02195,0.02146,0.02145,0.02196,0.00197,0.00355,0.00134,0.00389
chrA1,3100000,3200000,0.02114,0.02093,0.021,0.02156,0.00297,0.00428,0.00141,0.004229999999999999
chrA1,3200000,3300000,0.02044,0.01998,0.019809999999999998,0.02036,0.00232,0.00361,0.0009400000000000001,0.00381
chrA1,3300000,3400000,0.020030000000000003,0.01974,0.01977,0.02028,0.00324,0.00414,0.00172,0.00402
chrA1,3400000,3500000,0.019719999999999998,0.01911,0.01938,0.01983,0.00172,0.00293,0.00022999999999999998,0.00406
chrA1,3500000,3600000,0.01959,0.0193,0.01956,0.01985,0.00428,0.00624,0.00117,0.00417
chrA1,3600000,3700000,0.021840000000000002,0.021480000000000003,0.0218,0.022690000000000002,0.00298,0.00519,0.00062,0.005370000000000001
chrA1,3700000,3800000,0.02135,0.02132,0.02161,0.022090000000000002,0.00373,0.00485,0.00225,0.00492
chrA1,3800000,3900000,0.023280000000000002,0.02311,0.02277,0.0235,0.00443,0.0055,0.0022600000000000003,0.00448
chrA1,3900000,4000000,0.01975,0.01942,0.01952,0.02021,0.00394,0.00557,0.00149,0.00432
chrA1,4000000,4100000,0.0232,0.02267,0.02246,0.023180000000000003,0.0036799999999999997,0.00385,0.0021,0.00455
chrA1,4100000,4200000,0.02186,0.0215,0.02157,0.02207,0.00234,0.00412,0.00063,0.00432
chrA1,4200000,4300000,0.025,0.02497,0.02484,0.025269999999999997,0.00483,0.0051600000000000005,0.0026100000000000003,0.00406
chrA1,4300000,4400000,0.022930000000000002,0.02271,0.02267,0.02323,0.00285,0.00441,0.0012699999999999999,0.00426
chrA1,4400000,4500000,0.025,0.024640000000000002,0.024480000000000002,0.02503,0.00315,0.00562,0.00157,0.00495
chrA1,4500000,4600000,0.0204,0.02033,0.02027,0.02053,0.00325,0.00446,0.00164,0.00346
chrA1,4600000,4700000,0.01842,0.018269999999999998,0.018269999999999998,0.0189,0.0028699999999999997,0.00296,0.00179,0.0034100000000000003
chrA1,4700000,4800000,0.0219,0.02135,0.02157,0.02215,0.00405,0.00413,0.0018899999999999998,0.0043
chrA1,4800000,4900000,0.02062,0.01971,0.01994,0.02105,0.0027600000000000003,0.0039700000000000004,0.0007599999999999999,0.00404
chrA1,4900000,5000000,0.02019,0.01963,0.019819999999999997,0.020309999999999998,0.00143,0.0037700000000000003,0.0017,0.00476
chrA1,5000000,5100000,0.01634,0.01616,0.01618,0.01686,0.00172,0.0017399999999999998,0.00109,0.00218
chrA1,5100000,5200000,0.02094,0.020659999999999998,0.02047,0.02138,0.0035399999999999997,0.00498,0.0010199999999999999,0.00465
chrA1,5200000,5300000,0.02313,0.02332,0.022959999999999998,0.0236,0.00179,0.00505,0.00108,0.0041600000000000005
chrA1,5300000,5400000,0.02189,0.02121,0.0211,0.02229,0.00137,0.00466,0.00057,0.00473
chrA1,5400000,5500000,0.02256,0.02242,0.02229,0.02264,0.00454,0.00446,0.0025399999999999997,0.00396
chrA1,5500000,5600000,0.02232,0.02231,0.02225,0.02235,0.00251,0.00399,0.00091,0.004529999999999999
chrA1,5600000,5700000,0.02221,0.02188,0.0219,0.02223,0.00398,0.00405,0.002,0.00409
chrA1,5700000,5800000,0.02165,0.02122,0.02119,0.021330000000000002,0.00314,0.004379999999999999,0.00186,0.00479
chrA1,5800000,5900000,0.01805,0.01799,0.01821,0.01867,0.00351,0.00277,0.0018399999999999998,0.003
chrA1,5900000,6000000,0.01658,0.01621,0.01618,0.016630000000000002,0.00248,0.0033299999999999996,0.00162,0.0029100000000000003
chrA1,6000000,6100000,0.01695,0.016919999999999998,0.01703,0.01756,0.0029100000000000003,0.00486,0.00121,0.0035299999999999997
chrA1,6100000,6200000,0.013890000000000001,0.0137,0.01375,0.01399,0.00088,0.0026,0.00022,0.00316
chrA1,6200000,6300000,0.02204,0.02186,0.02178,0.0222,0.00365,0.00418,0.0016899999999999999,0.00434
chrA1,6300000,6400000,0.02025,0.02008,0.02035,0.02053,0.00271,0.00268,0.0012900000000000001,0.0034100000000000003
chrA1,6400000,6500000,0.02147,0.02121,0.02089,0.02164,0.00256,0.00534,0.00054,0.00526
chrA1,6500000,6600000,0.0238,0.02302,0.02365,0.02373,0.0020800000000000003,0.00561,0.00106,0.00509
chrA1,6600000,6700000,0.024059999999999998,0.02335,0.02342,0.02474,0.00305,0.0053100000000000005,0.00141,0.00517
chrA1,6700000,6800000,0.02365,0.02333,0.02299,0.02409,0.0034799999999999996,0.00424,0.00135,0.00456
chrA1,6800000,6900000,0.022940000000000002,0.02277,0.022719999999999997,0.02364,0.0033799999999999998,0.0049,0.00148,0.0044
chrA1,6900000,7000000,0.02222,0.02182,0.02193,0.022330000000000003,0.0023,0.00533,0.00124,0.00535
chrA1,7000000,7100000,0.02365,0.02352,0.02198,0.02437,0.0030600000000000002,0.00495,0.00196,0.0041
chrA1,7100000,7200000,0.02367,0.02329,0.02336,0.02412,0.0034700000000000004,0.00428,0.0018800000000000002,0.00446
chrA1,7200000,7300000,0.02244,0.02172,0.0221,0.02281,0.00271,0.0037600000000000003,0.00123,0.00372
chrA1,7300000,7400000,0.02334,0.02307,0.02316,0.023809999999999998,0.0025,0.0037,0.00172,0.004520000000000001
chrA1,7400000,7500000,0.021840000000000002,0.02195,0.02154,0.02256,0.00402,0.00494,0.0016899999999999999,0.00477
chrA1,7500000,7600000,0.02089,0.02072,0.02029,0.02096,0.00144,0.00466,0.00066,0.0035299999999999997
chrA1,7600000,7700000,0.02194,0.02129,0.02161,0.022619999999999998,0.00147,0.00345,0.0015,0.0036899999999999997
chrA1,7700000,7800000,0.0184,0.018369999999999997,0.01807,0.01851,0.0015400000000000001,0.00299,0.00073,0.00392
chrA1,7800000,7900000,0.01835,0.01839,0.01824,0.018369999999999997,0.0006799999999999999,0.0021100000000000003,0.00056,0.00221
chrA1,7900000,8000000,0.02476,0.02433,0.0242,0.02485,0.0026100000000000003,0.00457,0.0008300000000000001,0.0036
chrA1,8000000,8100000,0.022690000000000002,0.02259,0.02213,0.02317,0.00293,0.00484,0.00123,0.00477
chrA1,8100000,8200000,0.02295,0.02257,0.022619999999999998,0.02315,0.00201,0.00414,0.00119,0.0038299999999999996
chrA1,8200000,8300000,0.018009999999999998,0.017759999999999998,0.01753,0.01789,0.0028699999999999997,0.00417,0.0006900000000000001,0.00337
chrA1,8300000,8400000,0.01906,0.018680000000000002,0.01846,0.019030000000000002,0.00206,0.00485,0.00118,0.0046
chrA1,8400000,8500000,0.02053,0.02049,0.020030000000000003,0.02079,0.00343,0.00404,0.00217,0.00391
chrA1,8500000,8600000,0.0204,0.02009,0.02034,0.02079,0.0036899999999999997,0.00464,0.00248,0.004379999999999999
chrA1,8600000,8700000,0.01882,0.01877,0.01875,0.01913,0.00262,0.00471,0.00107,0.00361
chrA1,8700000,8800000,0.02083,0.02047,0.02049,0.02074,0.00359,0.00528,0.0018800000000000002,0.00451
chrA1,8800000,8900000,0.02215,0.02203,0.02197,0.022019999999999998,0.0032600000000000003,0.00507,0.00187,0.00449
chrA1,8900000,9000000,0.01825,0.01817,0.018369999999999997,0.018330000000000003,0.0019,0.0042,0.00061,0.0028399999999999996
chrA1,9000000,9100000,0.02046,0.02062,0.02025,0.020419999999999997,0.00313,0.00457,0.00112,0.00414
chrA1,9100000,9200000,0.02059,0.01992,0.01999,0.02076,0.00264,0.00445,0.00025,0.00391
chrA1,9200000,9300000,0.02315,0.02265,0.02274,0.023,0.00443,0.0038399999999999997,0.0024100000000000002,0.00496
chrA1,9300000,9400000,0.02147,0.02111,0.02135,0.02241,0.0027600000000000003,0.00468,0.00215,0.0051
chrA1,9400000,9500000,0.02264,0.02219,0.022619999999999998,0.022619999999999998,0.00246,0.00434,0.0015,0.0036799999999999997
chrA1,9500000,9600000,0.0217,0.021769999999999998,0.02171,0.02147,0.00366,0.00446,0.0017699999999999999,0.00419
chrA1,9600000,9700000,0.02281,0.022619999999999998,0.022369999999999998,0.02342,0.0019,0.00379,0.00139,0.00379
chrA1,9700000,9800000,0.01763,0.017490000000000002,0.01721,0.017730000000000003,0.0016300000000000002,0.00446,0.00101,0.00403
chrA1,9800000,9900000,0.01634,0.016319999999999998,0.01614,0.0163,0.0021100000000000003,0.0042,0.00036,0.00285
chrA1,9900000,10000000,0.0222,0.02137,0.02179,0.02239,0.00364,0.00465,0.0017,0.00439
chrA1,10000000,10100000,0.02171,0.02172,0.02128,0.02185,0.0034200000000000003,0.00491,0.00193,0.00413
chrA1,10100000,10200000,0.02047,0.020390000000000002,0.02011,0.02053,0.0025399999999999997,0.00518,0.00072,0.00389
chrA1,10200000,10300000,0.0173,0.01718,0.01715,0.01736,0.0019399999999999999,0.00505,0.00081,0.0039700000000000004
chrA1,10300000,10400000,0.018019999999999998,0.017419999999999998,0.01754,0.018330000000000003,0.00187,0.0047,0.0007599999999999999,0.00329
chrA1,10400000,10500000,0.018009999999999998,0.01772,0.018000000000000002,0.018609999999999998,0.00224,0.004070000000000001,0.00093,0.00405
chrA1,10500000,10600000,0.01826,0.01813,0.01841,0.01863,0.00443,0.00412,0.00244,0.0043
chrA1,10600000,10700000,0.016380000000000002,0.01602,0.0164,0.01624,0.00414,0.0044399999999999995,0.00195,0.00535
chrA1,10700000,10800000,0.01484,0.01499,0.015009999999999999,0.014780000000000001,0.00286,0.00294,0.00182,0.00358
chrA1,10800000,10900000,0.01642,0.01571,0.01605,0.01651,0.00247,0.00351,0.00095,0.00262
chrA1,10900000,11000000,0.01665,0.016640000000000002,0.0166,0.016640000000000002,0.0017800000000000001,0.0038399999999999997,0.00011999999999999999,0.00293
chrA1,11000000,11100000,0.0167,0.01635,0.0163,0.016640000000000002,0.00155,0.00394,0.00084,0.00349
chrA1,11100000,11200000,0.01882,0.018580000000000003,0.018619999999999998,0.01879,0.00085,0.00413,0.0010199999999999999,0.00315
chrA1,11200000,11300000,0.01546,0.01517,0.01519,0.01516,0.00267,0.0034799999999999996,0.00123,0.00318
chrA1,11300000,11400000,0.01785,0.01744,0.01732,0.01781,0.0025800000000000003,0.0035299999999999997,0.00145,0.0033799999999999998
chrA1,11400000,11500000,0.0151,0.015069999999999998,0.01485,0.015369999999999998,0.0015400000000000001,0.00375,0.00157,0.00235
chrA1,11500000,11600000,0.01251,0.01273,0.01256,0.01286,0.0017100000000000001,0.00213,0.0012699999999999999,0.0021100000000000003
chrA1,11600000,11700000,0.01433,0.014280000000000001,0.01395,0.014469999999999998,0.002,0.00168,0.00116,0.00119
chrA1,11700000,11800000,0.01242,0.01193,0.011909999999999999,0.01254,0.00086,0.00209,0.0003,0.0032600000000000003
chrA1,11800000,11900000,0.01075,0.01073,0.01063,0.01096,0.0005099999999999999,0.0019100000000000002,7e-05,0.00172
chrA1,11900000,12000000,0.01399,0.013919999999999998,0.01371,0.01402,0.0017100000000000001,0.00256,0.0008699999999999999,0.00259
chrA1,12000000,12100000,0.016309999999999998,0.01616,0.01619,0.01647,0.0024,0.00418,0.00121,0.0036899999999999997
chrA1,12100000,12200000,0.017169999999999998,0.01681,0.016669999999999997,0.01729,0.00264,0.0035,0.00157,0.0035700000000000003
chrA1,12200000,12300000,0.01411,0.01399,0.01404,0.01429,0.00205,0.00207,0.00107,0.00248
chrA1,12300000,12400000,0.01266,0.01258,0.01238,0.01289,0.0011300000000000001,0.00162,0.00108,0.00212
chrA1,12400000,12500000,0.01182,0.011909999999999999,0.01168,0.011770000000000001,0.00148,0.00212,0.00084,0.00229
chrA1,12500000,12600000,0.01273,0.012459999999999999,0.01266,0.01285,0.00121,0.0019100000000000002,0.00088,0.00196
chrA1,12600000,12700000,0.01432,0.01376,0.01385,0.014790000000000001,0.0018,0.0024,2e-05,0.0027
chrA1,12700000,12800000,0.015009999999999999,0.01484,0.01462,0.01511,0.00119,0.00297,0.0,0.00206
chrA1,12800000,12900000,0.01241,0.01277,0.01252,0.012629999999999999,0.00131,0.00281,0.00081,0.0026
chrA1,12900000,13000000,0.013319999999999999,0.01293,0.013309999999999999,0.013330000000000002,0.0008699999999999999,0.00249,0.00073,0.00251
chrA1,13000000,13100000,0.01438,0.01436,0.013730000000000001,0.014159999999999999,0.00195,0.00299,0.00132,0.00253
chrA1,13100000,13200000,0.014740000000000001,0.014530000000000001,0.01436,0.014980000000000002,0.00216,0.00218,0.0008900000000000001,0.00207
chrA1,13200000,13300000,0.012969999999999999,0.01284,0.01272,0.013090000000000001,0.0022,0.0025399999999999997,0.00115,0.0036
chrA1,13300000,13400000,0.01326,0.01345,0.013430000000000001,0.0135,0.0016600000000000002,0.00294,0.00016,0.00257
chrA1,13400000,13500000,0.013940000000000001,0.01381,0.01404,0.01429,0.00233,0.00282,0.00088,0.00247
chrA1,13500000,13600000,0.015390000000000001,0.015069999999999998,0.015019999999999999,0.015130000000000001,0.00212,0.00325,0.0009599999999999999,0.00296
chrA1,13600000,13700000,0.01349,0.01321,0.01317,0.01344,0.00214,0.00285,4e-05,0.00229
chrA1,13700000,13800000,0.013940000000000001,0.01354,0.01374,0.0138,0.0013800000000000002,0.00267,0.00118,0.0025399999999999997
chrA1,13800000,13900000,0.01292,0.013009999999999999,0.01287,0.013069999999999998,0.00098,0.00243,0.00122,0.0013800000000000002
chrA1,13900000,14000000,0.01492,0.014740000000000001,0.01469,0.015009999999999999,0.00185,0.00265,0.00139,0.00146
chrA1,14000000,14100000,0.01384,0.01379,0.013630000000000001,0.01406,0.0011099999999999999,0.00182,0.00079,0.00147
chrA1,14100000,14200000,0.01445,0.01414,0.013880000000000002,0.01456,0.00165,0.00209,0.0014,0.00305
chrA1,14200000,14300000,0.01351,0.013369999999999998,0.01335,0.01369,0.0013599999999999999,0.00243,0.0015199999999999999,0.00373
chrA1,14300000,14400000,0.013669999999999998,0.013619999999999998,0.01348,0.01401,0.00115,0.0019100000000000002,0.00091,0.00206
chrA1,14400000,14500000,0.013869999999999999,0.0136,0.0135,0.013880000000000002,0.0017699999999999999,0.00288,0.0002,0.00292
chrA1,14500000,14600000,0.01525,0.015,0.01516,0.01492,0.0019399999999999999,0.00255,0.00033,0.00294
chrA1,14600000,14700000,0.013130000000000001,0.01299,0.01291,0.01315,0.00231,0.00176,0.00011999999999999999,0.00214
chrA1,14700000,14800000,0.01202,0.01176,0.01199,0.012159999999999999,0.00236,0.00233,0.00099,0.00249
chrA1,14800000,14900000,0.01459,0.01454,0.014580000000000001,0.014719999999999999,0.0015199999999999999,0.0014199999999999998,0.0013,0.00209
chrA1,14900000,15000000,0.01374,0.01379,0.01356,0.013859999999999999,0.00257,0.00205,0.00124,0.00282
chrA1,15000000,15100000,0.012740000000000001,0.01241,0.01266,0.01296,0.00218,0.00233,0.0009699999999999999,0.00236
chrA1,15100000,15200000,0.01278,0.01241,0.0125,0.012759999999999999,0.0013599999999999999,0.0018100000000000002,0.00074,0.00164
chrA1,15200000,15300000,0.01289,0.01275,0.012620000000000001,0.01312,0.00145,0.0019399999999999999,0.0008699999999999999,0.00196
chrA1,15300000,15400000,0.01341,0.01296,0.01312,0.01339,0.00227,0.00245,0.00148,0.00259
chrA1,15400000,15500000,0.01228,0.01138,0.01179,0.01211,0.00137,0.0017100000000000001,0.00085,0.00223
chrA1,15500000,15600000,0.013030000000000002,0.012830000000000001,0.01248,0.012830000000000001,0.00324,0.0038799999999999998,0.00145,0.00227
chrA1,15600000,15700000,0.01465,0.01444,0.01427,0.014830000000000001,0.0018,0.0029,0.0012699999999999999,0.00249
chrA1,15700000,15800000,0.013369999999999998,0.013059999999999999,0.01312,0.013380000000000001,0.00151,0.00217,0.00162,0.0039299999999999995
chrA1,15800000,15900000,0.013890000000000001,0.01366,0.01369,0.014119999999999999,0.0009599999999999999,0.00367,0.00186,0.00405
chrA1,15900000,16000000,0.01429,0.0142,0.01436,0.01487,0.00164,0.0039,0.00149,0.0044399999999999995
chrA1,16000000,16100000,0.01355,0.01351,0.013580000000000002,0.01371,0.00157,0.00389,0.00124,0.0034200000000000003
chrA1,16100000,16200000,0.013999999999999999,0.01404,0.01399,0.01435,0.0006799999999999999,0.00283,0.00042,0.00149
chrA1,16200000,16300000,0.014769999999999998,0.01456,0.014480000000000002,0.01468,0.00114,0.0030800000000000003,0.00103,0.00232
chrA1,16300000,16400000,0.01455,0.01404,0.01384,0.01433,0.0009,0.00346,0.0007599999999999999,0.00294
chrA1,16400000,16500000,0.01288,0.0128,0.01265,0.013130000000000001,5e-05,0.00248,0.0011,0.0025800000000000003
chrA1,16500000,16600000,0.01484,0.01466,0.01461,0.0149,0.00288,0.00299,0.00054,0.00285
chrA1,16600000,16700000,0.01575,0.01563,0.01544,0.01574,0.00225,0.0026899999999999997,0.00128,0.00296
chrA1,16700000,16800000,0.01828,0.018119999999999997,0.0178,0.018330000000000003,0.0020399999999999997,0.0038399999999999997,0.0010199999999999999,0.00315
chrA1,16800000,16900000,0.01835,0.018009999999999998,0.018000000000000002,0.01807,0.0023,0.00404,0.00196,0.00249
chrA1,16900000,17000000,0.01746,0.017130000000000003,0.01733,0.017830000000000002,0.00197,0.00301,0.00182,0.00355
chrA1,17000000,17100000,0.016040000000000002,0.01585,0.01548,0.015609999999999999,0.00207,0.00275,0.00029,0.00266
chrA1,17100000,17200000,0.01431,0.013880000000000002,0.013919999999999998,0.014469999999999998,0.0019,0.00281,8e-05,0.00349
chrA1,17200000,17300000,0.01678,0.0164,0.01661,0.01671,0.00314,0.00364,0.0009,0.00359
chrA1,17300000,17400000,0.01807,0.018019999999999998,0.018080000000000002,0.01805,0.00337,0.00417,0.0016899999999999999,0.0048
chrA1,17400000,17500000,0.01725,0.01668,0.016909999999999998,0.0172,0.00316,0.00372,0.0013800000000000002,0.00398
chrA1,17500000,17600000,0.0165,0.0164,0.01653,0.01658,0.00266,0.00373,0.0012,0.0034700000000000004
chrA1,17600000,17700000,0.01736,0.01677,0.016880000000000003,0.01768,0.00292,0.00613,0.00137,0.00403
chrA1,17700000,17800000,0.01873,0.01832,0.0187,0.019,0.00263,0.00532,0.00201,0.00392
chrA1,17800000,17900000,0.0172,0.016980000000000002,0.01676,0.01719,0.00081,0.00386,0.0011300000000000001,0.00389
chrA1,17900000,18000000,0.01708,0.01674,0.016630000000000002,0.01686,0.0018,0.00411,0.00116,0.00343
chrA1,18000000,18100000,0.01814,0.01779,0.01747,0.01796,0.00252,0.0038299999999999996,0.00122,0.004229999999999999
chrA1,18100000,18200000,0.017169999999999998,0.01701,0.016819999999999998,0.0175,0.00122,0.0036200000000000004,0.00158,0.0032700000000000003
chrA1,18200000,18300000,0.01906,0.01888,0.01853,0.019180000000000003,0.00074,0.00374,0.0014,0.0035399999999999997
chrA1,18300000,18400000,0.0204,0.02027,0.02024,0.02055,0.00133,0.00339,0.00157,0.0037600000000000003
chrA1,18400000,18500000,0.01721,0.017169999999999998,0.01743,0.01754,0.00233,0.0035600000000000002,0.00112,0.0041600000000000005
chrA1,18500000,18600000,0.01764,0.01731,0.01709,0.01768,0.00318,0.00292,0.00173,0.00298
chrA1,18600000,18700000,0.018019999999999998,0.017769999999999998,0.018019999999999998,0.01839,0.0026899999999999997,0.0040100000000000005,0.0015,0.0034799999999999996
chrA1,18700000,18800000,0.01782,0.01744,0.01768,0.01762,0.00195,0.00358,0.00135,0.00346
chrA1,18800000,18900000,0.01215,0.01217,0.01197,0.0125,0.0014,0.00314,0.00119,0.0026
chrA1,18900000,19000000,0.01599,0.015609999999999999,0.01525,0.01615,0.00124,0.00371,0.0016699999999999998,0.00364
chrA1,19000000,19100000,0.01835,0.01768,0.017830000000000002,0.01852,0.00164,0.004079999999999999,0.00105,0.00432
chrA1,19100000,19200000,0.01511,0.014769999999999998,0.01505,0.01542,0.0009599999999999999,0.00498,0.00026000000000000003,0.0031
chrA1,19200000,19300000,0.01454,0.01551,0.01415,0.015719999999999998,0.00198,0.00321,0.00137,0.0030600000000000002
chrA1,19300000,19400000,0.01505,0.014819999999999998,0.01491,0.015319999999999999,0.0013599999999999999,0.00325,0.0017399999999999998,0.00314
chrA1,19400000,19500000,0.01644,0.016059999999999998,0.01644,0.0165,0.0027300000000000002,0.0027300000000000002,0.0018100000000000002,0.0038200000000000005
chrA1,19500000,19600000,0.0173,0.0172,0.01745,0.01728,0.0028,0.00464,0.00148,0.0039299999999999995
chrA1,19600000,19700000,0.01779,0.01696,0.017419999999999998,0.017580000000000002,0.0036899999999999997,0.00528,0.0017800000000000001,0.00476
chrA1,19700000,19800000,0.01627,0.01593,0.01658,0.01602,0.00237,0.00343,0.0010199999999999999,0.00366
chrA1,19800000,19900000,0.01459,0.014169999999999999,0.014419999999999999,0.01455,0.0026,0.0029100000000000003,0.00147,0.0028699999999999997
chrA1,19900000,20000000,0.01546,0.01499,0.01517,0.01567,0.00282,0.00344,0.00042,0.00278
chrA1,20000000,20100000,0.01253,0.01256,0.01241,0.01268,0.0008,0.00329,7e-05,0.00281
chrA1,20100000,20200000,0.0162,0.01609,0.01608,0.016659999999999998,0.0021899999999999997,0.0033,0.00122,0.0029100000000000003
chrA1,20200000,20300000,0.01743,0.01709,0.01703,0.01734,0.00187,0.00471,0.0017399999999999998,0.0038799999999999998
chrA1,20300000,20400000,0.018969999999999997,0.01871,0.01924,0.0191,0.00318,0.00461,0.0018,0.0037700000000000003
chrA1,20400000,20500000,0.019430000000000003,0.01874,0.01866,0.019459999999999998,0.00314,0.00442,0.00144,0.0039700000000000004
chrA1,20500000,20600000,0.018269999999999998,0.0181,0.0181,0.01821,0.00229,0.0046700000000000005,0.0011099999999999999,0.0039700000000000004
chrA1,20600000,20700000,0.01839,0.01841,0.018690000000000002,0.01891,0.0016600000000000002,0.0033399999999999997,0.0017,0.0033399999999999997
chrA1,20700000,20800000,0.01525,0.01491,0.01491,0.01556,0.00041,0.00349,0.00084,0.00281
chrA1,20800000,20900000,0.0163,0.01636,0.016669999999999997,0.016890000000000002,0.0018800000000000002,0.00385,0.0016600000000000002,0.00329
chrA1,20900000,21000000,0.01385,0.01379,0.013819999999999999,0.01383,0.00214,0.00293,0.0010199999999999999,0.00256
chrA1,21000000,21100000,0.01614,0.01586,0.01621,0.01671,0.0004,0.00375,0.0003,0.00359
chrA1,21100000,21200000,0.01325,0.012709999999999999,0.01294,0.01305,0.00126,0.0019100000000000002,0.0012900000000000001,0.0022
chrA1,21200000,21300000,0.01355,0.013309999999999999,0.01353,0.01372,0.00206,0.00352,0.0007099999999999999,0.00255
chrA1,21300000,21400000,0.011609999999999999,0.0114,0.011609999999999999,0.01158,0.00148,0.00247,0.00078,0.00275
chrA1,21400000,21500000,0.01017,0.00995,0.00975,0.01048,0.00103,0.0010400000000000001,0.0006799999999999999,0.00128
chrA1,21500000,21600000,0.01277,0.01245,0.01254,0.0124,0.00098,0.00279,0.00045999999999999996,0.00227
chrA1,21600000,21700000,0.014769999999999998,0.0143,0.013930000000000001,0.014490000000000001,0.00162,0.00323,0.00055,0.00309
chrA1,21700000,21800000,0.01347,0.013059999999999999,0.013090000000000001,0.01344,0.0009599999999999999,0.00203,5e-05,0.00175
chrA1,21800000,21900000,0.01457,0.014530000000000001,0.014509999999999999,0.0148,0.00244,0.00264,0.00055,0.0028699999999999997
chrA1,21900000,22000000,0.014490000000000001,0.014240000000000001,0.014369999999999999,0.015009999999999999,0.0009599999999999999,0.00125,0.0005099999999999999,0.0016600000000000002
chrA1,22000000,22100000,0.011609999999999999,0.011090000000000001,0.0111,0.01143,0.00141,0.00179,0.0008300000000000001,0.00286
chrA1,22100000,22200000,0.013130000000000001,0.01277,0.01258,0.013269999999999999,0.0018399999999999998,0.00232,0.00072,0.00216
chrA1,22200000,22300000,0.0104,0.01026,0.01061,0.01034,0.00109,0.00256,0.00086,0.00215
chrA1,22300000,22400000,0.01087,0.01072,0.010790000000000001,0.01086,0.0008699999999999999,0.00203,0.00108,0.00158
chrA1,22400000,22500000,0.01311,0.013030000000000002,0.01261,0.01314,0.00149,0.00238,0.0003,0.00251
