Chromosome,Start,Stop,Pammi,Geoffroy,CatIII,Pampas,LilBub,Tigrina
chrA1,9000000,9100000,0.00196,0.0207,0.0035,0.020630000000000003,0.00405,0.020659999999999998
chrA1,9100000,9200000,0.0016899999999999999,0.02333,0.0034799999999999996,0.02361,0.00349,0.0231
chrA1,9200000,9300000,0.00573,0.02567,0.00595,0.025259999999999998,0.00595,0.02597
chrA1,9300000,9400000,0.00635,0.02563,0.00505,0.025889999999999996,0.00412,0.02609
chrA1,9400000,9500000,0.0035700000000000003,0.027719999999999998,0.00316,0.02817,0.00554,0.027630000000000002
chrA1,9500000,9600000,0.00549,0.02106,0.00561,0.02137,0.00563,0.02103
chrA1,9600000,9700000,0.00474,0.02504,0.00485,0.025519999999999998,0.00556,0.02536
chrA1,9700000,9800000,0.00398,0.02165,0.00474,0.02161,0.00389,0.02115
chrA1,9800000,9900000,0.00183,0.019969999999999998,0.00168,0.01992,0.00155,0.02009
chrA1,9900000,10000000,0.00236,0.02431,0.00179,0.02458,0.0018100000000000002,0.02398
chrA1,10000000,10100000,0.00589,0.0271,0.0018800000000000002,0.027510000000000003,0.00121,0.02715
chrA1,10100000,10200000,0.00528,0.02443,0.00505,0.025240000000000002,0.0041600000000000005,0.024569999999999998
chrA1,10200000,10300000,0.0028899999999999998,0.021240000000000002,0.00463,0.021419999999999998,0.004520000000000001,0.02122
chrA1,10300000,10400000,0.0023899999999999998,0.021330000000000002,0.0027600000000000003,0.02115,0.00462,0.021169999999999998
chrA1,10400000,10500000,0.006370000000000001,0.022109999999999998,0.00235,0.022080000000000002,0.0039,0.02168
chrA1,10500000,10600000,0.00511,0.02249,0.0037799999999999995,0.02264,0.00434,0.02247
chrA1,10600000,10700000,0.00463,0.02034,0.00504,0.02028,0.00509,0.02033
chrA1,10700000,10800000,0.00562,0.020390000000000002,0.00473,0.01993,0.0046,0.02016
chrA1,10800000,10900000,0.00519,0.01845,0.00532,0.01874,0.00479,0.01857
chrA1,10900000,11000000,0.00454,0.02065,0.00415,0.02084,0.00428,0.02086
chrA1,11000000,11100000,0.00434,0.018940000000000002,0.00379,0.01955,0.00323,0.019219999999999998
chrA1,11100000,11200000,0.00495,0.02206,0.00496,0.022000000000000002,0.00515,0.02189
chrA1,11200000,11300000,0.0030800000000000003,0.02021,0.00494,0.02005,0.0049299999999999995,0.02041
chrA1,11300000,11400000,0.0017399999999999998,0.02094,0.00366,0.02153,0.0036799999999999997,0.021159999999999998
chrA1,11400000,11500000,0.00321,0.01929,0.00389,0.01942,0.0038200000000000005,0.018869999999999998
chrA1,11500000,11600000,2.9999999999999997e-05,0.01745,0.00123,0.01735,0.0014199999999999998,0.01746
chrA1,11600000,11700000,0.00025,0.01564,0.00134,0.01485,0.0017800000000000001,0.015609999999999999
chrA1,11700000,11800000,0.00011,0.01515,0.00195,0.01542,0.0018800000000000002,0.015
chrA1,11800000,11900000,2.9999999999999997e-05,0.01286,0.00059,0.01266,0.00044,0.01275
chrA1,11900000,12000000,5e-05,0.015380000000000001,0.00121,0.015780000000000002,0.0009,0.01549
chrA1,12000000,12100000,0.00195,0.02012,2.9999999999999997e-05,0.02,0.00217,0.02025
chrA1,12100000,12200000,0.0034,0.02059,0.00179,0.02087,0.00346,0.02043
chrA1,12200000,12300000,0.00314,0.01939,0.00201,0.01955,0.0020800000000000003,0.019180000000000003
chrA1,12300000,12400000,0.0027199999999999998,0.015569999999999999,0.00126,0.015780000000000002,0.00285,0.01587
chrA1,12400000,12500000,0.00266,0.01456,0.00093,0.014780000000000001,0.00237,0.01466
chrA1,12500000,12600000,0.0017699999999999999,0.0154,2.9999999999999997e-05,0.01545,0.003,0.01554
chrA1,12600000,12700000,0.0036899999999999997,0.01577,0.0,0.016319999999999998,0.0039299999999999995,0.016040000000000002
chrA1,12700000,12800000,0.00481,0.01712,2.9999999999999997e-05,0.017130000000000003,0.00498,0.01753
chrA1,12800000,12900000,0.00062,0.01644,1e-05,0.01702,0.0031899999999999997,0.01675
chrA1,12900000,13000000,2e-05,0.015790000000000002,0.0,0.016280000000000003,0.00404,0.016059999999999998
chrA1,13000000,13100000,0.0008900000000000001,0.015430000000000001,0.00133,0.01544,0.0021899999999999997,0.015340000000000001
chrA1,13100000,13200000,0.0036899999999999997,0.017159999999999998,0.00162,0.015380000000000001,0.0016600000000000002,0.0155
chrA1,13200000,13300000,0.00144,0.01584,0.0025399999999999997,0.01555,0.00223,0.01577
chrA1,13300000,13400000,0.00328,0.01715,0.00294,0.01711,0.00252,0.017169999999999998
chrA1,13400000,13500000,0.00447,0.01687,0.00317,0.016819999999999998,0.00372,0.01685
chrA1,13500000,13600000,0.00255,0.016280000000000003,0.0021899999999999997,0.016630000000000002,0.0027600000000000003,0.01629
chrA1,13600000,13700000,0.00168,0.01554,1e-05,0.01594,0.00176,0.01618
chrA1,13700000,13800000,0.00168,0.01697,0.00045999999999999996,0.01728,0.0016600000000000002,0.01699
chrA1,13800000,13900000,0.0033200000000000005,0.01602,0.0016600000000000002,0.01651,0.00139,0.01624
chrA1,13900000,14000000,0.00234,0.01714,0.00108,0.01772,2.9999999999999997e-05,0.01744
chrA1,14000000,14100000,0.00323,0.01595,0.0016699999999999998,0.0161,7e-05,0.01634
chrA1,14100000,14200000,0.00116,0.01583,0.00117,0.0165,0.00132,0.01629
chrA1,14200000,14300000,0.00263,0.016630000000000002,0.0015199999999999999,0.01693,0.00159,0.01677
chrA1,14300000,14400000,0.00255,0.01622,0.0018899999999999998,0.01674,0.00134,0.01636
chrA1,14400000,14500000,0.0035600000000000002,0.01735,0.0007599999999999999,0.01759,1e-05,0.01709
chrA1,14500000,14600000,0.00299,0.01769,0.0016,0.0184,0.00018999999999999998,0.01793
chrA1,14600000,14700000,0.00112,0.01581,0.00059,0.015880000000000002,0.0014199999999999998,0.016030000000000003
chrA1,14700000,14800000,0.0,0.015069999999999998,0.0014,0.015519999999999999,0.00137,0.0152
chrA1,14800000,14900000,2e-05,0.01701,0.00161,0.01739,0.0028899999999999998,0.01714
chrA1,14900000,15000000,2.9999999999999997e-05,0.01712,0.00255,0.016909999999999998,0.00321,0.01719
chrA1,15000000,15100000,1e-05,0.015340000000000001,0.0035,0.015609999999999999,0.00352,0.01554
chrA1,15100000,15200000,2.9999999999999997e-05,0.01354,0.00331,0.01349,0.0028399999999999996,0.01372
chrA1,15200000,15300000,0.0,0.0162,0.0022199999999999998,0.01624,0.002,0.01645
chrA1,15300000,15400000,0.00057,0.01547,0.0026899999999999997,0.015609999999999999,0.00314,0.015590000000000001
chrA1,15400000,15500000,0.00351,0.01511,0.00172,0.015309999999999999,0.0024,0.01523
chrA1,15500000,15600000,0.00307,0.014740000000000001,0.00346,0.014769999999999998,0.00314,0.01488
chrA1,15600000,15700000,0.00328,0.016669999999999997,0.00307,0.0169,0.00335,0.01651
chrA1,15700000,15800000,0.00228,0.01573,0.00283,0.01545,0.00252,0.01576
chrA1,15800000,15900000,0.00118,0.01426,0.00146,0.014580000000000001,0.00107,0.01403
chrA1,15900000,16000000,0.00245,0.01653,0.0027300000000000002,0.016919999999999998,0.00045999999999999996,0.01662
chrA1,16000000,16100000,0.00466,0.01548,0.00434,0.015269999999999999,2e-05,0.015390000000000001
chrA1,16100000,16200000,0.0028399999999999996,0.016659999999999998,0.00417,0.01694,2.9999999999999997e-05,0.016659999999999998
chrA1,16200000,16300000,0.004520000000000001,0.015719999999999998,0.00462,0.01615,1e-05,0.01566
chrA1,16300000,16400000,0.0022199999999999998,0.0164,0.00336,0.01669,1e-05,0.01655
chrA1,16400000,16500000,0.0017800000000000001,0.01514,0.0015400000000000001,0.015269999999999999,4e-05,0.01516
chrA1,16500000,16600000,0.00151,0.01655,0.0018800000000000002,0.01635,2e-05,0.01659
chrA1,16600000,16700000,0.0012,0.01929,0.00116,0.019430000000000003,1e-05,0.019030000000000002
chrA1,16700000,16800000,0.00011999999999999999,0.020730000000000002,0.0017100000000000001,0.020730000000000002,1e-05,0.02106
chrA1,16800000,16900000,0.0005200000000000001,0.01813,0.00278,0.018580000000000003,1e-05,0.01825
chrA1,16900000,17000000,2e-05,0.02015,0.00301,0.0202,1e-05,0.02044
chrA1,17000000,17100000,1e-05,0.01818,0.0017699999999999999,0.01789,1e-05,0.01828
chrA1,17100000,17200000,0.00011999999999999999,0.0191,0.0009699999999999999,0.01951,0.00028,0.01871
chrA1,17200000,17300000,0.00346,0.02016,0.0049299999999999995,0.02019,0.00367,0.01959
chrA1,17300000,17400000,0.0036,0.02054,0.00302,0.020880000000000003,0.0,0.020669999999999997
chrA1,17400000,17500000,0.00187,0.0211,0.00463,0.02134,2e-05,0.0207
chrA1,17500000,17600000,0.00278,0.01963,0.00519,0.0206,1e-05,0.01948
chrA1,17600000,17700000,0.0026100000000000003,0.02005,0.00485,0.01937,0.00066,0.02047
chrA1,17700000,17800000,0.0044,0.02118,0.00485,0.02195,0.00562,0.02102
chrA1,17800000,17900000,0.00563,0.0193,0.00536,0.01924,0.00573,0.019190000000000002
chrA1,17900000,18000000,0.00331,0.01983,0.00301,0.02028,0.00345,0.01985
chrA1,18000000,18100000,0.00237,0.01902,0.0017100000000000001,0.01917,0.00371,0.0189
chrA1,18100000,18200000,0.00086,0.019540000000000002,0.00316,0.01951,0.00124,0.01935
chrA1,18200000,18300000,0.00234,0.023030000000000002,0.00331,0.02288,0.00197,0.022719999999999997
chrA1,18300000,18400000,0.00464,0.02451,0.00525,0.025169999999999998,0.0050100000000000006,0.02412
chrA1,18400000,18500000,0.0036,0.02023,0.0027600000000000003,0.02169,0.0043100000000000005,0.01987
chrA1,18500000,18600000,0.0043100000000000005,0.022119999999999997,0.00293,0.02191,0.0037799999999999995,0.02175
chrA1,18600000,18700000,0.00413,0.0206,0.00391,0.02121,0.004370000000000001,0.02077
chrA1,18700000,18800000,0.00251,0.02113,0.00481,0.0214,0.0043,0.02129
chrA1,18800000,18900000,0.00235,0.0156,0.00231,0.01565,0.0025,0.015359999999999999
chrA1,18900000,19000000,0.00439,0.01835,0.00331,0.01867,0.00371,0.01867
chrA1,19000000,19100000,0.00509,0.02054,0.00561,0.02078,0.00579,0.02016
chrA1,19100000,19200000,0.0049,0.01737,0.00507,0.01746,0.00432,0.01761
chrA1,19200000,19300000,0.006670000000000001,0.01871,0.005220000000000001,0.019180000000000003,0.00592,0.01873
chrA1,19300000,19400000,0.00457,0.01761,0.00365,0.01779,0.00455,0.017480000000000002
chrA1,19400000,19500000,0.00463,0.01765,0.0037,0.01755,0.0026100000000000003,0.01781
chrA1,19500000,19600000,0.0044399999999999995,0.01936,0.0023899999999999998,0.01937,0.00491,0.01936
chrA1,19600000,19700000,0.00503,0.01993,0.00075,0.0203,0.0043,0.02008
chrA1,19700000,19800000,0.0046700000000000005,0.02108,0.0019,0.0209,0.004529999999999999,0.021480000000000003
chrA1,19800000,19900000,0.00209,0.01678,0.00205,0.01647,0.00053,0.01683
chrA1,19900000,20000000,0.0,0.01817,0.00088,0.01874,1e-05,0.01825
chrA1,20000000,20100000,2.9999999999999997e-05,0.01457,0.00075,0.014419999999999999,2e-05,0.01475
chrA1,20100000,20200000,0.00379,0.0181,0.00255,0.018119999999999997,0.0027600000000000003,0.01844
chrA1,20200000,20300000,0.0059700000000000005,0.018940000000000002,0.00396,0.01908,0.00509,0.01933
chrA1,20300000,20400000,0.00463,0.02197,0.00556,0.022109999999999998,0.0057399999999999994,0.02206
chrA1,20400000,20500000,0.0057,0.022080000000000002,0.00328,0.0226,0.00344,0.02221
chrA1,20500000,20600000,0.00499,0.02086,0.00563,0.02112,0.00595,0.020730000000000002
chrA1,20600000,20700000,0.00462,0.0212,0.00571,0.02161,0.00573,0.02089
chrA1,20700000,20800000,0.00387,0.019459999999999998,0.00417,0.01939,0.00547,0.0196
chrA1,20800000,20900000,0.00245,0.0189,0.00411,0.018930000000000002,0.00242,0.01888
chrA1,20900000,21000000,0.00443,0.018000000000000002,0.0035600000000000002,0.0183,0.00443,0.0178
chrA1,21000000,21100000,0.00179,0.01806,0.0024,0.01819,0.0011300000000000001,0.01829
chrA1,21100000,21200000,0.00323,0.0169,0.00106,0.01706,0.00057,0.01679
chrA1,21200000,21300000,0.00236,0.01714,0.00399,0.01762,0.0027600000000000003,0.017130000000000003
chrA1,21300000,21400000,0.0028399999999999996,0.01546,0.0028899999999999998,0.01569,0.00116,0.01549
chrA1,21400000,21500000,0.00131,0.013000000000000001,0.0024,0.01381,0.00245,0.013219999999999999
chrA1,21500000,21600000,0.0016600000000000002,0.01569,0.0032,0.015969999999999998,0.00305,0.01583
chrA1,21600000,21700000,0.00212,0.01627,0.0045,0.01655,0.0038799999999999998,0.016319999999999998
chrA1,21700000,21800000,0.0019100000000000002,0.0153,0.0038299999999999996,0.01542,0.0030800000000000003,0.015119999999999998
chrA1,21800000,21900000,0.0008900000000000001,0.01797,0.00451,0.0181,0.0044,0.017740000000000002
chrA1,21900000,22000000,0.0010400000000000001,0.01656,0.0028899999999999998,0.01704,0.00257,0.01643
chrA1,22000000,22100000,0.00086,0.014509999999999999,0.0035700000000000003,0.01385,0.0039299999999999995,0.01466
chrA1,22100000,22200000,0.0025800000000000003,0.016730000000000002,0.004079999999999999,0.016280000000000003,0.00412,0.01652
chrA1,22200000,22300000,0.0028,0.014490000000000001,0.00246,0.01459,0.00264,0.01425
chrA1,22300000,22400000,0.0032,0.012790000000000001,0.0032600000000000003,0.01277,0.0034799999999999996,0.0129
chrA1,22400000,22500000,0.0028699999999999997,0.01485,0.0036,0.01517,0.004229999999999999,0.01514
chrA1,22500000,22600000,0.00424,0.01642,0.0049700000000000005,0.01635,0.00302,0.01627
chrA1,22600000,22700000,0.0027199999999999998,0.01665,0.00518,0.01677,0.0036899999999999997,0.01681
chrA1,22700000,22800000,0.0019199999999999998,0.0159,0.00292,0.016390000000000002,0.00282,0.01637
chrA1,22800000,22900000,0.00255,0.015059999999999999,0.00146,0.015319999999999999,0.00225,0.015069999999999998
chrA1,22900000,23000000,0.00277,0.0145,0.00135,0.01481,0.0021899999999999997,0.014530000000000001
chrA1,23000000,23100000,0.00279,0.01592,0.00214,0.01622,0.0,0.01566
chrA1,23100000,23200000,0.0034799999999999996,0.016309999999999998,0.0027300000000000002,0.01623,0.00115,0.01634
chrA1,23200000,23300000,0.00396,0.0173,0.0049,0.01759,0.0049299999999999995,0.01726
chrA1,23300000,23400000,0.00646,0.01942,0.0074,0.01977,0.0061,0.019469999999999998
chrA1,23400000,23500000,0.004529999999999999,0.01665,0.0059700000000000005,0.01697,0.0048200000000000005,0.01612
chrA1,23500000,23600000,0.0036299999999999995,0.01644,0.0021100000000000003,0.01653,0.0028,0.01641
chrA1,23600000,23700000,0.0038399999999999997,0.018119999999999997,0.00298,0.018090000000000002,0.00185,0.017669999999999998
chrA1,23700000,23800000,0.00464,0.0189,0.00436,0.01901,0.00421,0.018969999999999997
chrA1,23800000,23900000,0.00445,0.0177,0.00394,0.01844,0.0028399999999999996,0.0179
chrA1,23900000,24000000,0.00344,0.02021,0.0039299999999999995,0.0203,0.0035,0.02021
chrA1,24000000,24100000,0.00427,0.02089,0.00463,0.021,0.00514,0.02077
chrA1,24100000,24200000,0.00439,0.019219999999999998,0.0045899999999999995,0.019469999999999998,0.00577,0.01956
chrA1,24200000,24300000,0.00321,0.02053,0.0039,0.020980000000000002,0.00307,0.0204
chrA1,24300000,24400000,0.00118,0.018369999999999997,0.00372,0.01854,0.0,0.01793
chrA1,24400000,24500000,0.0023,0.0214,0.00474,0.02164,2.9999999999999997e-05,0.021330000000000002
chrA1,24500000,24600000,0.004220000000000001,0.019790000000000002,0.00472,0.01968,0.00434,0.01994
chrA1,24600000,24700000,0.006690000000000001,0.02387,0.00748,0.02396,0.00758,0.0238
chrA1,24700000,24800000,0.006,0.02359,0.00216,0.02355,0.00715,0.023719999999999998
chrA1,24800000,24900000,0.0051,0.02366,0.00434,0.02422,0.006670000000000001,0.02367
chrA1,24900000,25000000,0.0017800000000000001,0.01944,0.00293,0.01976,0.0037700000000000003,0.019430000000000003
chrA1,25000000,25100000,0.00139,0.0214,0.0021899999999999997,0.02069,0.0034,0.02107
chrA1,25100000,25200000,0.00575,0.022690000000000002,0.00525,0.02323,0.005520000000000001,0.02255
chrA1,25200000,25300000,0.00648,0.02576,0.00458,0.025230000000000002,0.00604,0.0255
chrA1,25300000,25400000,0.00732,0.02468,0.00677,0.02515,0.00713,0.02476
chrA1,25400000,25500000,0.0054399999999999995,0.01885,0.00526,0.01848,0.00585,0.01881
chrA1,25500000,25600000,0.0052,0.02215,0.00539,0.02231,0.00535,0.02252
chrA1,25600000,25700000,0.00331,0.0166,0.00323,0.01702,0.0030399999999999997,0.01677
chrA1,25700000,25800000,0.0034700000000000004,0.01726,0.00305,0.01761,0.00394,0.01722
chrA1,25800000,25900000,0.0029,0.01929,0.0025,0.01993,0.0050100000000000006,0.01934
chrA1,25900000,26000000,0.0037,0.01829,0.00462,0.0188,0.00648,0.018690000000000002
chrA1,26000000,26100000,0.0039,0.01902,0.0050799999999999994,0.01926,0.00485,0.01891
chrA1,26100000,26200000,0.00415,0.01816,0.0037700000000000003,0.01867,0.00502,0.0178
chrA1,26200000,26300000,0.00218,0.01439,0.0034700000000000004,0.01459,0.00337,0.014740000000000001
chrA1,26300000,26400000,0.00421,0.01735,0.0035399999999999997,0.01842,0.0048,0.017509999999999998
chrA1,26400000,26500000,0.00572,0.02008,0.00488,0.02025,0.006,0.02012
chrA1,26500000,26600000,0.0042899999999999995,0.01665,0.00314,0.01675,0.0048200000000000005,0.01651
chrA1,26600000,26700000,0.00541,0.02011,0.00335,0.02026,0.005220000000000001,0.02016
chrA1,26700000,26800000,0.00182,0.01754,0.0037,0.0172,0.0043,0.01746
chrA1,26800000,26900000,0.00229,0.01634,0.0035299999999999997,0.0163,0.00251,0.0161
chrA1,26900000,27000000,0.0046,0.01654,0.00409,0.0168,0.00365,0.01633
chrA1,27000000,27100000,0.0041,0.02014,0.00343,0.02085,0.00265,0.0206
chrA1,27100000,27200000,0.00322,0.022719999999999997,0.00489,0.0225,0.00275,0.02305
chrA1,27200000,27300000,0.00016,0.022369999999999998,0.0022,0.02259,0.0049700000000000005,0.02291
chrA1,27300000,27400000,0.00279,0.0209,0.0036799999999999997,0.02172,0.00427,0.02105
chrA1,27400000,27500000,0.00504,0.02251,0.0043100000000000005,0.0231,0.0041600000000000005,0.02231
chrA1,27500000,27600000,0.0039700000000000004,0.02052,0.00379,0.02054,0.00499,0.0206
chrA1,27600000,27700000,0.00018999999999999998,0.01712,0.0020399999999999997,0.0175,0.00032,0.01693
